checking_balance,months_loan_duration,amount,savings_balance,installment_rate,age,existing_credits,dependents,employment_months,residence_months,credit_history_delayed,credit_history_fully repaid,credit_history_fully repaid this bank,credit_history_repaid,purpose_car (new),purpose_car (used),purpose_domestic appliances,purpose_education,purpose_furniture,purpose_others,purpose_radio/tv,purpose_repairs,purpose_retraining,personal_status_divorced,personal_status_married,personal_status_single,other_debtors_guarantor,other_debtors_none,property_other,property_real estate,property_unknown/none,installment_plan_none,installment_plan_stores,housing_own,housing_rent,foreign_worker_yes,job_skilled employee,job_unemployed non-resident,job_unskilled resident,gender_male,target
0.0,15,3812,276.0,1,23,1,1,6,120,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
0.0,11,1154,318.0,4,57,3,1,0,180,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
-24.0,12,1657,40.0,2,27,1,1,36,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
-2.0,24,1603,19.0,4,55,1,1,216,156,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
-40.0,18,5302,93.0,2,36,3,1,84,216,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0
0.0,12,2748,44.0,2,57,3,1,168,96,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0
0.0,10,1231,32.0,3,32,2,2,84,120,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0
67.0,15,802,39.0,4,37,1,2,108,36,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,1
0.0,36,6304,0.0,4,36,2,1,96,288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,24,1533,98.0,4,38,1,1,5,24,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,0
-3.0,14,8978,72.0,1,45,1,1,228,240,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,1
0.0,24,999,0.0,4,25,2,1,120,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
0.0,18,2662,0.0,4,32,1,1,48,12,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,0
0.0,12,1402,647.0,3,37,1,1,60,216,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,0
90.0,48,12169,0.0,4,36,1,1,0,120,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,0
157.0,48,3060,18.0,4,28,2,1,60,204,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,1
-47.0,30,11998,25.0,1,34,1,1,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,1
0.0,9,2697,86.0,1,32,1,2,36,7,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,18,2404,92.0,2,26,2,1,36,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
-8.0,12,1262,0.0,2,49,1,1,228,120,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
0.0,6,4611,28.0,1,32,1,1,0,144,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1
0.0,24,1901,213.0,4,29,1,1,12,156,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,0
0.0,15,3368,7306.0,3,23,2,1,180,120,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,True,0
0.0,12,1574,49.0,4,50,1,1,12,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
405.0,18,1445,0.0,4,49,1,1,84,84,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,0
0.0,15,1520,0.0,4,63,1,1,132,120,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
163.0,24,3878,273.0,4,37,1,1,7,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
-24.0,47,10722,83.0,1,35,1,1,1,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
-42.0,48,4788,68.0,4,26,1,2,72,48,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
109.0,48,7582,406.0,2,31,1,1,0,192,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0
182.0,12,1092,91.0,4,49,2,1,36,240,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,0
-14.0,24,1024,8.0,4,48,1,1,2,168,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,False,True,1
0.0,12,1076,50.0,2,26,1,1,36,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
58.0,36,9398,63.0,1,28,1,1,10,288,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,1
-39.0,24,6419,57.0,2,44,2,2,156,276,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,0
623.0,42,4796,40.0,4,56,1,1,156,156,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
0.0,48,7629,0.0,4,46,2,2,108,9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,0
146.0,48,9960,35.0,1,26,1,1,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,1
0.0,12,4675,0.0,1,20,1,1,0,120,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,0
0.0,10,1287,0.0,4,45,1,1,108,8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,0
0.0,18,2515,75.0,3,43,1,1,36,264,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
18.0,21,2745,14575.0,3,32,2,1,60,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
0.0,6,672,3.0,1,54,1,1,0,180,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
194.0,36,3804,78.0,4,42,1,1,36,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,1
482.0,24,1344,0.0,4,37,2,2,84,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,1
-15.0,10,1038,4.0,4,49,2,1,60,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,0
0.0,48,10127,943.0,2,44,1,1,12,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,1
0.0,6,1543,2785.0,4,33,1,1,24,5,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,30,4811,0.0,2,24,1,1,48,144,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,0
-32.0,12,727,280.0,4,33,1,1,0,12,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,1
179.0,8,1237,83.0,3,24,1,1,12,72,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1
165.0,9,276,40.0,4,22,1,1,12,192,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,0
35.0,48,5381,0.0,3,40,1,1,0,276,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,0
0.0,24,5511,115.0,4,25,1,1,12,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,True,0
411.0,24,3749,38.0,2,26,1,1,10,132,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
32.0,12,685,33.0,2,25,1,1,60,48,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,1
927.0,4,1494,0.0,1,29,1,2,3,9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0
-17.0,36,2746,13.0,4,31,1,1,120,72,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,1
-47.0,12,708,83.0,2,38,1,2,36,12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,True,0
44.0,24,4351,0.0,1,48,1,1,12,144,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,0
0.0,12,701,3.0,4,32,2,1,12,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
-6.0,15,3643,50.0,1,27,2,1,168,288,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,0
132.0,30,4249,76.0,4,28,2,1,0,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,1
-28.0,24,1938,4.0,4,32,1,1,7,36,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,1
-2.0,24,2910,65.0,2,34,1,1,48,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0
-36.0,18,2659,10331.0,4,28,1,1,36,10,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
0.0,18,1028,93.0,4,36,2,1,12,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
-43.0,8,3398,66.0,1,39,2,1,72,240,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0
0.0,12,5801,0.0,2,49,1,1,120,192,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,0
0.0,24,1525,3858.0,4,34,1,2,72,36,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
425.0,36,4473,15.0,4,31,1,1,132,7,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
86.0,6,1068,65.0,4,28,1,2,156,264,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
-44.0,24,6615,52.0,2,75,2,1,0,228,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0
0.0,18,1864,313.0,4,30,2,1,12,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1
72.0,60,7408,331.0,4,24,1,1,6,8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,1
0.0,48,11590,399.0,2,24,2,1,24,276,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,1
-1.0,24,4110,9.0,3,23,2,2,228,216,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False,True,1
-48.0,6,3384,38.0,1,44,1,1,24,276,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,1
45.0,13,2101,95.0,2,23,1,1,8,108,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,0
-13.0,15,1275,0.0,4,24,1,1,12,9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,1
-40.0,24,4169,81.0,4,28,1,1,36,60,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
94.0,10,1521,57.0,4,31,1,1,12,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,0
111.0,24,5743,93.0,2,24,2,1,6,108,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,0
-7.0,21,3599,14.0,1,26,1,1,84,84,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,0
62.0,18,3213,876.0,1,25,1,1,6,48,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,0
72.0,18,4439,61.0,1,33,1,1,96,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,0
406.0,10,3949,81.0,1,37,1,2,8,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,True,0
0.0,15,1459,57.0,4,43,1,1,12,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,0
199.0,13,882,0.0,4,23,2,1,1,276,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,0
105.0,24,3758,790.0,1,23,1,1,0,192,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,0
0.0,6,1743,265.0,1,34,2,1,12,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,0
5.0,9,1136,6195.0,4,32,2,2,228,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,1
0.0,9,1236,23.0,1,23,1,1,1,132,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0
77.0,9,959,51.0,1,29,1,1,12,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,1
0.0,18,3229,0.0,2,38,1,1,0,120,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
-50.0,12,6199,64.0,4,28,2,1,12,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,1
0.0,10,727,555.0,4,46,1,1,120,180,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
12.0,24,1246,48.0,4,23,1,1,7,8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,1
0.0,12,2331,0.0,1,49,1,1,120,264,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,36,4463,30.0,4,26,2,1,24,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,1
0.0,12,776,98.0,4,28,1,1,24,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
-31.0,30,2406,5.0,4,23,1,1,60,60,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,1
24.0,18,1239,0.0,4,61,1,1,24,240,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
263.0,12,3399,0.0,2,37,1,1,96,24,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
656.0,12,2247,88.0,2,36,2,1,12,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,0
0.0,6,1766,30.0,1,21,1,1,12,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,0
-15.0,18,2473,97.0,4,25,1,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,1
0.0,12,1542,34.0,2,36,1,1,84,180,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
0.0,18,3850,0.0,3,27,2,1,60,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
-14.0,18,3650,15.0,1,22,1,1,2,96,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,0
-40.0,36,3446,88.0,4,42,1,2,192,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,1
166.0,18,3001,84.0,2,40,1,1,72,60,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0
0.0,36,3079,0.0,4,36,1,1,24,288,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,18,6070,43.0,3,33,2,1,84,180,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
0.0,10,2146,26.0,1,23,2,1,4,12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0
0.0,60,13756,0.0,2,63,1,1,168,60,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0
39.0,60,14782,322.0,3,60,2,1,192,72,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1
-10.0,48,7685,23.0,2,37,1,1,60,240,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,1
0.0,18,2320,84.0,2,34,2,1,0,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,7,846,0.0,3,36,1,1,156,180,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
154.0,36,14318,20.0,4,57,1,1,156,4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,1
0.0,6,362,224.0,4,52,2,1,24,132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,0
-23.0,20,2212,0.0,4,39,1,1,48,144,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
32.0,18,12976,29.0,3,38,1,1,0,240,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,1
0.0,22,1283,0.0,4,25,1,1,84,192,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0
825.0,12,1330,47.0,4,26,1,1,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,30,4272,170.0,2,26,2,1,12,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
0.0,18,2238,4.0,2,25,2,1,24,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
0.0,18,1126,0.0,4,21,1,1,6,8,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0
99.0,18,7374,89.0,4,40,2,1,0,120,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,0
158.0,15,2326,927.0,2,27,1,1,24,108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,0
0.0,9,1449,69.0,3,27,2,1,60,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
0.0,18,1820,42.0,2,30,1,1,12,8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
149.0,12,983,9697.0,1,19,1,1,6,84,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,0
-12.0,36,3249,71.0,2,39,1,2,72,156,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0
-44.0,6,1957,57.0,1,31,1,1,48,264,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
0.0,9,2406,64.0,2,31,1,1,0,48,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
126.0,39,11760,148.0,2,32,1,1,84,48,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,True,0
-24.0,12,2578,89.0,3,55,1,1,0,132,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,0
-7.0,36,2348,48.0,3,46,2,1,24,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
8.0,12,1223,6.0,1,46,2,1,108,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,1
0.0,24,1516,10197.0,4,43,2,1,12,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
0.0,18,1473,21.0,3,39,1,1,0,252,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
151.0,18,1887,0.0,4,28,2,1,24,144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,0
0.0,24,8648,72.0,2,27,2,1,9,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,1
0.0,14,802,64.0,4,27,2,1,24,8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,0
143.0,18,2899,0.0,4,43,1,2,204,228,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
67.0,24,2039,20.0,1,22,1,1,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,1
0.0,24,2197,0.0,4,43,2,2,48,132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
-10.0,15,1053,92.0,4,27,1,1,7,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0.0,24,3235,912.0,3,26,1,1,168,4,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
314.0,12,939,811.0,4,28,3,1,84,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,1
84.0,24,1967,85.0,4,20,1,1,192,168,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
0.0,33,7253,36.0,3,35,2,1,48,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
0.0,12,2292,42.0,4,42,2,1,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True,1
0.0,10,1597,745.0,3,40,1,2,24,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,0
-12.0,24,1381,0.0,4,35,1,1,24,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1
